analysis,sample_size,elite_count,semi_elite_count,sample_id,sample_seed,perturbation_run,noise_seed,noise_amplitude,success,error,rmse
Logistic Regression,240,20,220,6,2032,4,62029,0.5,True,,0.06135930637528992
Multiple Linear Regression,240,20,220,6,2032,4,62029,0.5,True,,0.016160658853460425
Correlation Analysis,240,20,220,6,2032,4,62029,0.5,True,,0.025341951191967124
Variance Analysis,240,20,220,6,2032,4,62029,0.5,True,,0.12135324823263792
Logistic Regression,240,20,220,6,2032,5,62030,0.5,True,,0.12273208555511808
Multiple Linear Regression,240,20,220,6,2032,5,62030,0.5,True,,0.016552167429849007
Correlation Analysis,240,20,220,6,2032,5,62030,0.5,True,,0.024354529573647556
Variance Analysis,240,20,220,6,2032,5,62030,0.5,True,,0.0986642818113341
Logistic Regression,240,20,220,6,2032,6,62031,0.5,True,,0.1405516328224279
Multiple Linear Regression,240,20,220,6,2032,6,62031,0.5,True,,0.011075063629970239
Correlation Analysis,240,20,220,6,2032,6,62031,0.5,True,,0.029878811247452126
Variance Analysis,240,20,220,6,2032,6,62031,0.5,True,,0.10467681027364244
Logistic Regression,240,20,220,6,2032,7,62032,0.5,True,,0.05701044984435312
Multiple Linear Regression,240,20,220,6,2032,7,62032,0.5,True,,0.008625214973777958
Correlation Analysis,240,20,220,6,2032,7,62032,0.5,True,,0.02180159220160266
Variance Analysis,240,20,220,6,2032,7,62032,0.5,True,,0.11708656863237124
Logistic Regression,240,20,220,6,2032,8,62033,0.5,True,,0.09248537035064328
Multiple Linear Regression,240,20,220,6,2032,8,62033,0.5,True,,0.01720008689410614
Correlation Analysis,240,20,220,6,2032,8,62033,0.5,True,,0.028369231657323375
Variance Analysis,240,20,220,6,2032,8,62033,0.5,True,,0.1221664020727712
Logistic Regression,240,20,220,6,2032,9,62034,0.5,True,,0.07663748822113536
Multiple Linear Regression,240,20,220,6,2032,9,62034,0.5,True,,0.013370718269438303
Correlation Analysis,240,20,220,6,2032,9,62034,0.5,True,,0.02330507059619718
Variance Analysis,240,20,220,6,2032,9,62034,0.5,True,,0.1538382730645587
Logistic Regression,240,20,220,6,2032,10,62035,0.5,True,,0.09990309799454598
Multiple Linear Regression,240,20,220,6,2032,10,62035,0.5,True,,0.01820463508757656
Correlation Analysis,240,20,220,6,2032,10,62035,0.5,True,,0.025238837804717498
Variance Analysis,240,20,220,6,2032,10,62035,0.5,True,,0.09715427562460623
Logistic Regression,240,20,220,7,2033,1,72026,0.5,True,,0.07635759253871303
Multiple Linear Regression,240,20,220,7,2033,1,72026,0.5,True,,0.013690592866938812
Correlation Analysis,240,20,220,7,2033,1,72026,0.5,True,,0.02359883892392772
Variance Analysis,240,20,220,7,2033,1,72026,0.5,True,,0.11299479778524374
Logistic Regression,240,20,220,7,2033,2,72027,0.5,True,,0.06536985510185828
Multiple Linear Regression,240,20,220,7,2033,2,72027,0.5,True,,0.0070582687476437225
Correlation Analysis,240,20,220,7,2033,2,72027,0.5,True,,0.020320716946759076
Variance Analysis,240,20,220,7,2033,2,72027,0.5,True,,0.1389220091660982
Logistic Regression,240,20,220,7,2033,3,72028,0.5,True,,0.050804296124714335
Multiple Linear Regression,240,20,220,7,2033,3,72028,0.5,True,,0.009412138926899688
Correlation Analysis,240,20,220,7,2033,3,72028,0.5,True,,0.02697653113820935
Variance Analysis,240,20,220,7,2033,3,72028,0.5,True,,0.13679825297709639
Logistic Regression,240,20,220,7,2033,4,72029,0.5,True,,0.10019410103364272
Multiple Linear Regression,240,20,220,7,2033,4,72029,0.5,True,,0.01639643284554812
Correlation Analysis,240,20,220,7,2033,4,72029,0.5,True,,0.02704138214064648
Variance Analysis,240,20,220,7,2033,4,72029,0.5,True,,0.10325083961948035
Logistic Regression,240,20,220,7,2033,5,72030,0.5,True,,0.04737254378454793
Multiple Linear Regression,240,20,220,7,2033,5,72030,0.5,True,,0.020787357199655417
Correlation Analysis,240,20,220,7,2033,5,72030,0.5,True,,0.022065227817444688
Variance Analysis,240,20,220,7,2033,5,72030,0.5,True,,0.15279037751386906
Logistic Regression,240,20,220,7,2033,6,72031,0.5,True,,0.08150136427553716
Multiple Linear Regression,240,20,220,7,2033,6,72031,0.5,True,,0.01620214010179078
Correlation Analysis,240,20,220,7,2033,6,72031,0.5,True,,0.030232050891624326
Variance Analysis,240,20,220,7,2033,6,72031,0.5,True,,0.1203239492227845
Logistic Regression,240,20,220,7,2033,7,72032,0.5,True,,0.06870883353208884
Multiple Linear Regression,240,20,220,7,2033,7,72032,0.5,True,,0.012154695819558392
Correlation Analysis,240,20,220,7,2033,7,72032,0.5,True,,0.029018458646919525
Variance Analysis,240,20,220,7,2033,7,72032,0.5,True,,0.12285424462997149
Logistic Regression,240,20,220,7,2033,8,72033,0.5,True,,0.09271584352804826
Multiple Linear Regression,240,20,220,7,2033,8,72033,0.5,True,,0.0148526857639852
Correlation Analysis,240,20,220,7,2033,8,72033,0.5,True,,0.028927541131874023
Variance Analysis,240,20,220,7,2033,8,72033,0.5,True,,0.14558533979924762
Logistic Regression,240,20,220,7,2033,9,72034,0.5,True,,0.13567153138615012
Multiple Linear Regression,240,20,220,7,2033,9,72034,0.5,True,,0.02301200715807048
Correlation Analysis,240,20,220,7,2033,9,72034,0.5,True,,0.03435720578671933
Variance Analysis,240,20,220,7,2033,9,72034,0.5,True,,0.10147695046281224
Logistic Regression,240,20,220,7,2033,10,72035,0.5,True,,0.07790815176318071
Multiple Linear Regression,240,20,220,7,2033,10,72035,0.5,True,,0.013923286986832746
Correlation Analysis,240,20,220,7,2033,10,72035,0.5,True,,0.020958539640010942
Variance Analysis,240,20,220,7,2033,10,72035,0.5,True,,0.12676785856169664
Logistic Regression,240,20,220,8,2034,1,82026,0.5,True,,0.08450824609657995
Multiple Linear Regression,240,20,220,8,2034,1,82026,0.5,True,,0.01532308274762572
Correlation Analysis,240,20,220,8,2034,1,82026,0.5,True,,0.024450769225800962
Variance Analysis,240,20,220,8,2034,1,82026,0.5,True,,0.10093462132397364
Logistic Regression,240,20,220,8,2034,2,82027,0.5,True,,0.0795385421321566
Multiple Linear Regression,240,20,220,8,2034,2,82027,0.5,True,,0.021279786495344143
Correlation Analysis,240,20,220,8,2034,2,82027,0.5,True,,0.024396808908213993
Variance Analysis,240,20,220,8,2034,2,82027,0.5,True,,0.11627538569753873
Logistic Regression,240,20,220,8,2034,3,82028,0.5,True,,0.11984066628201008
Multiple Linear Regression,240,20,220,8,2034,3,82028,0.5,True,,0.01812914767703678
Correlation Analysis,240,20,220,8,2034,3,82028,0.5,True,,0.02572039541053871
Variance Analysis,240,20,220,8,2034,3,82028,0.5,True,,0.1690128804907045
Logistic Regression,240,20,220,8,2034,4,82029,0.5,True,,0.09061167391813386
Multiple Linear Regression,240,20,220,8,2034,4,82029,0.5,True,,0.01812584798649987
Correlation Analysis,240,20,220,8,2034,4,82029,0.5,True,,0.019648044285118033
Variance Analysis,240,20,220,8,2034,4,82029,0.5,True,,0.13955467036216265
Logistic Regression,240,20,220,8,2034,5,82030,0.5,True,,0.07612672273440842
Multiple Linear Regression,240,20,220,8,2034,5,82030,0.5,True,,0.02261899015972133
Correlation Analysis,240,20,220,8,2034,5,82030,0.5,True,,0.0301990772558312
Variance Analysis,240,20,220,8,2034,5,82030,0.5,True,,0.11091377859049792
Logistic Regression,240,20,220,8,2034,6,82031,0.5,True,,0.08130401553501694
Multiple Linear Regression,240,20,220,8,2034,6,82031,0.5,True,,0.01297867734048273
Correlation Analysis,240,20,220,8,2034,6,82031,0.5,True,,0.019975380751443
Variance Analysis,240,20,220,8,2034,6,82031,0.5,True,,0.13028169716813773
Logistic Regression,240,20,220,8,2034,7,82032,0.5,True,,0.07746734199741204
Multiple Linear Regression,240,20,220,8,2034,7,82032,0.5,True,,0.01839379921431671
Correlation Analysis,240,20,220,8,2034,7,82032,0.5,True,,0.03095764185665456
Variance Analysis,240,20,220,8,2034,7,82032,0.5,True,,0.17968994856395878
Logistic Regression,240,20,220,8,2034,8,82033,0.5,True,,0.11742234090456095
Multiple Linear Regression,240,20,220,8,2034,8,82033,0.5,True,,0.017598279667547265
Correlation Analysis,240,20,220,8,2034,8,82033,0.5,True,,0.027525735666585237
Variance Analysis,240,20,220,8,2034,8,82033,0.5,True,,0.10958562930189186
Logistic Regression,240,20,220,8,2034,9,82034,0.5,True,,0.0619109793931392
Multiple Linear Regression,240,20,220,8,2034,9,82034,0.5,True,,0.019390237024006617
Correlation Analysis,240,20,220,8,2034,9,82034,0.5,True,,0.02634509702755033
Variance Analysis,240,20,220,8,2034,9,82034,0.5,True,,0.08317978324030031
Logistic Regression,240,20,220,8,2034,10,82035,0.5,True,,0.050469503240353535
Multiple Linear Regression,240,20,220,8,2034,10,82035,0.5,True,,0.017919074596843592
Correlation Analysis,240,20,220,8,2034,10,82035,0.5,True,,0.025433035766142264
Variance Analysis,240,20,220,8,2034,10,82035,0.5,True,,0.14738413480330687
Logistic Regression,240,20,220,9,2035,1,92026,0.5,True,,0.04349049013746383
Multiple Linear Regression,240,20,220,9,2035,1,92026,0.5,True,,0.019395968411860077
Correlation Analysis,240,20,220,9,2035,1,92026,0.5,True,,0.02966558827298193
Variance Analysis,240,20,220,9,2035,1,92026,0.5,True,,0.15018686438487688
Logistic Regression,240,20,220,9,2035,2,92027,0.5,True,,0.10854333289545696
Multiple Linear Regression,240,20,220,9,2035,2,92027,0.5,True,,0.010615984855540918
Correlation Analysis,240,20,220,9,2035,2,92027,0.5,True,,0.024002661879820694
Variance Analysis,240,20,220,9,2035,2,92027,0.5,True,,0.1345139793539933
Logistic Regression,240,20,220,9,2035,3,92028,0.5,True,,0.053803743368242285
Multiple Linear Regression,240,20,220,9,2035,3,92028,0.5,True,,0.016842049918844304
Correlation Analysis,240,20,220,9,2035,3,92028,0.5,True,,0.029851946475053053
Variance Analysis,240,20,220,9,2035,3,92028,0.5,True,,0.1439134152798993
Logistic Regression,240,20,220,9,2035,4,92029,0.5,True,,0.06998785821405507
Multiple Linear Regression,240,20,220,9,2035,4,92029,0.5,True,,0.014316549460207013
Correlation Analysis,240,20,220,9,2035,4,92029,0.5,True,,0.030202021468120666
Variance Analysis,240,20,220,9,2035,4,92029,0.5,True,,0.1577963844626809
Logistic Regression,240,20,220,9,2035,5,92030,0.5,True,,0.10420861980157871
Multiple Linear Regression,240,20,220,9,2035,5,92030,0.5,True,,0.01002302380838946
Correlation Analysis,240,20,220,9,2035,5,92030,0.5,True,,0.02852766703375432
Variance Analysis,240,20,220,9,2035,5,92030,0.5,True,,0.16566706988342064
Logistic Regression,240,20,220,9,2035,6,92031,0.5,True,,0.06222994825463782
Multiple Linear Regression,240,20,220,9,2035,6,92031,0.5,True,,0.0161114866654325
Correlation Analysis,240,20,220,9,2035,6,92031,0.5,True,,0.020609003803347365
Variance Analysis,240,20,220,9,2035,6,92031,0.5,True,,0.12916917554223858
Logistic Regression,240,20,220,9,2035,7,92032,0.5,True,,0.07585610623702141
Multiple Linear Regression,240,20,220,9,2035,7,92032,0.5,True,,0.014842325876310082
Correlation Analysis,240,20,220,9,2035,7,92032,0.5,True,,0.021454713602557032
Variance Analysis,240,20,220,9,2035,7,92032,0.5,True,,0.13365458155125876
Logistic Regression,240,20,220,9,2035,8,92033,0.5,True,,0.07337419655115786
Multiple Linear Regression,240,20,220,9,2035,8,92033,0.5,True,,0.010309827252459285
Correlation Analysis,240,20,220,9,2035,8,92033,0.5,True,,0.02185476824738376
Variance Analysis,240,20,220,9,2035,8,92033,0.5,True,,0.12921648534333255
Logistic Regression,240,20,220,9,2035,9,92034,0.5,True,,0.1133533232098447
Multiple Linear Regression,240,20,220,9,2035,9,92034,0.5,True,,0.012422233418715694
Correlation Analysis,240,20,220,9,2035,9,92034,0.5,True,,0.024824310307794688
Variance Analysis,240,20,220,9,2035,9,92034,0.5,True,,0.09411420732937588
Logistic Regression,240,20,220,9,2035,10,92035,0.5,True,,0.0905484762750545
Multiple Linear Regression,240,20,220,9,2035,10,92035,0.5,True,,0.018453945402286363
Correlation Analysis,240,20,220,9,2035,10,92035,0.5,True,,0.02451736975570984
Variance Analysis,240,20,220,9,2035,10,92035,0.5,True,,0.09600041277677668
Logistic Regression,240,20,220,10,2036,1,102026,0.5,True,,0.06583131590377166
Multiple Linear Regression,240,20,220,10,2036,1,102026,0.5,True,,0.01251144776104841
Correlation Analysis,240,20,220,10,2036,1,102026,0.5,True,,0.02515049353168811
Variance Analysis,240,20,220,10,2036,1,102026,0.5,True,,0.13662905796373773
Logistic Regression,240,20,220,10,2036,2,102027,0.5,True,,0.061682958262883954
Multiple Linear Regression,240,20,220,10,2036,2,102027,0.5,True,,0.0129848653799529
Correlation Analysis,240,20,220,10,2036,2,102027,0.5,True,,0.02043230503315097
Variance Analysis,240,20,220,10,2036,2,102027,0.5,True,,0.1035817727516933
Logistic Regression,240,20,220,10,2036,3,102028,0.5,True,,0.09220234619488717
Multiple Linear Regression,240,20,220,10,2036,3,102028,0.5,True,,0.01405027721341241
Correlation Analysis,240,20,220,10,2036,3,102028,0.5,True,,0.02400248346413161
Variance Analysis,240,20,220,10,2036,3,102028,0.5,True,,0.15823161782930587
Logistic Regression,240,20,220,10,2036,4,102029,0.5,True,,0.07460544153816637
Multiple Linear Regression,240,20,220,10,2036,4,102029,0.5,True,,0.014131791841302076
Correlation Analysis,240,20,220,10,2036,4,102029,0.5,True,,0.028108861757675723
Variance Analysis,240,20,220,10,2036,4,102029,0.5,True,,0.12066322709846039
Logistic Regression,240,20,220,10,2036,5,102030,0.5,True,,0.0679465198850215
Multiple Linear Regression,240,20,220,10,2036,5,102030,0.5,True,,0.015412297605028942
Correlation Analysis,240,20,220,10,2036,5,102030,0.5,True,,0.025003561585896037
Variance Analysis,240,20,220,10,2036,5,102030,0.5,True,,0.11676183555012601
Logistic Regression,240,20,220,10,2036,6,102031,0.5,True,,0.09591708925977616
Multiple Linear Regression,240,20,220,10,2036,6,102031,0.5,True,,0.01963932591338375
Correlation Analysis,240,20,220,10,2036,6,102031,0.5,True,,0.026507151979437062
Variance Analysis,240,20,220,10,2036,6,102031,0.5,True,,0.13943387509851088
Logistic Regression,240,20,220,10,2036,7,102032,0.5,True,,0.07769421842130715
Multiple Linear Regression,240,20,220,10,2036,7,102032,0.5,True,,0.022788351655297596
Correlation Analysis,240,20,220,10,2036,7,102032,0.5,True,,0.021481553079718597
Variance Analysis,240,20,220,10,2036,7,102032,0.5,True,,0.11210270883261106
Logistic Regression,240,20,220,10,2036,8,102033,0.5,True,,0.06190984050897993
Multiple Linear Regression,240,20,220,10,2036,8,102033,0.5,True,,0.012983789589324304
Correlation Analysis,240,20,220,10,2036,8,102033,0.5,True,,0.02363352485768864
Variance Analysis,240,20,220,10,2036,8,102033,0.5,True,,0.08375195902283435
Logistic Regression,240,20,220,10,2036,9,102034,0.5,True,,0.123519209022017
Multiple Linear Regression,240,20,220,10,2036,9,102034,0.5,True,,0.022474622161127087
Correlation Analysis,240,20,220,10,2036,9,102034,0.5,True,,0.03003143087238261
Variance Analysis,240,20,220,10,2036,9,102034,0.5,True,,0.10033776309581754
Logistic Regression,240,20,220,10,2036,10,102035,0.5,True,,0.05124141611219281
Multiple Linear Regression,240,20,220,10,2036,10,102035,0.5,True,,0.010765441285214502
Correlation Analysis,240,20,220,10,2036,10,102035,0.5,True,,0.024140693069009053
Variance Analysis,240,20,220,10,2036,10,102035,0.5,True,,0.1188077282202208
Logistic Regression,300,25,275,full,2026,1,2026,0.5,True,,0.09916203200605478
Multiple Linear Regression,300,25,275,full,2026,1,2026,0.5,True,,0.009257843413271993
Correlation Analysis,300,25,275,full,2026,1,2026,0.5,True,,0.02058286782276066
Variance Analysis,300,25,275,full,2026,1,2026,0.5,True,,0.1365126325836887
Logistic Regression,300,25,275,full,2026,2,2027,0.5,True,,0.02887363496271382
Multiple Linear Regression,300,25,275,full,2026,2,2027,0.5,True,,0.010844835052274777
Correlation Analysis,300,25,275,full,2026,2,2027,0.5,True,,0.016220030462125508
Variance Analysis,300,25,275,full,2026,2,2027,0.5,True,,0.10141597299058779
Logistic Regression,300,25,275,full,2026,3,2028,0.5,True,,0.05375552171542676
Multiple Linear Regression,300,25,275,full,2026,3,2028,0.5,True,,0.011708587903000264
Correlation Analysis,300,25,275,full,2026,3,2028,0.5,True,,0.023846965731506485
Variance Analysis,300,25,275,full,2026,3,2028,0.5,True,,0.1201853587525858
Logistic Regression,300,25,275,full,2026,4,2029,0.5,True,,0.07332646753012499
Multiple Linear Regression,300,25,275,full,2026,4,2029,0.5,True,,0.013602480577969488
Correlation Analysis,300,25,275,full,2026,4,2029,0.5,True,,0.025243026818043145
Variance Analysis,300,25,275,full,2026,4,2029,0.5,True,,0.12269250545882054
Logistic Regression,300,25,275,full,2026,5,2030,0.5,True,,0.04967155680667519
Multiple Linear Regression,300,25,275,full,2026,5,2030,0.5,True,,0.01196035421512266
Correlation Analysis,300,25,275,full,2026,5,2030,0.5,True,,0.026540196399318913
Variance Analysis,300,25,275,full,2026,5,2030,0.5,True,,0.115438086319471
Logistic Regression,300,25,275,full,2026,6,2031,0.5,True,,0.05574837316708914
Multiple Linear Regression,300,25,275,full,2026,6,2031,0.5,True,,0.016343567723862123
Correlation Analysis,300,25,275,full,2026,6,2031,0.5,True,,0.020032211376440588
Variance Analysis,300,25,275,full,2026,6,2031,0.5,True,,0.12093325635554796
Logistic Regression,300,25,275,full,2026,7,2032,0.5,True,,0.09495835518986627
Multiple Linear Regression,300,25,275,full,2026,7,2032,0.5,True,,0.011283534353366645
Correlation Analysis,300,25,275,full,2026,7,2032,0.5,True,,0.023422202753095145
Variance Analysis,300,25,275,full,2026,7,2032,0.5,True,,0.11449637125862276
Logistic Regression,300,25,275,full,2026,8,2033,0.5,True,,0.045283900794632556
Multiple Linear Regression,300,25,275,full,2026,8,2033,0.5,True,,0.008894931421838172
Correlation Analysis,300,25,275,full,2026,8,2033,0.5,True,,0.025470012016767025
Variance Analysis,300,25,275,full,2026,8,2033,0.5,True,,0.11975591441697797
Logistic Regression,300,25,275,full,2026,9,2034,0.5,True,,0.08218673175246805
Multiple Linear Regression,300,25,275,full,2026,9,2034,0.5,True,,0.016817560281244107
Correlation Analysis,300,25,275,full,2026,9,2034,0.5,True,,0.017804033733419076
Variance Analysis,300,25,275,full,2026,9,2034,0.5,True,,0.1050326636898609
Logistic Regression,300,25,275,full,2026,10,2035,0.5,True,,0.0891739144809562
Multiple Linear Regression,300,25,275,full,2026,10,2035,0.5,True,,0.01055512819312445
Correlation Analysis,300,25,275,full,2026,10,2035,0.5,True,,0.02254230883876462
Variance Analysis,300,25,275,full,2026,10,2035,0.5,True,,0.12683108601326137
Logistic Regression,300,25,275,full,2026,11,2036,0.5,True,,0.06875311933541692
Multiple Linear Regression,300,25,275,full,2026,11,2036,0.5,True,,0.010561836598574076
Correlation Analysis,300,25,275,full,2026,11,2036,0.5,True,,0.02037987231943267
Variance Analysis,300,25,275,full,2026,11,2036,0.5,True,,0.11931433881422544
Logistic Regression,300,25,275,full,2026,12,2037,0.5,True,,0.06221738575246996
Multiple Linear Regression,300,25,275,full,2026,12,2037,0.5,True,,0.010672429891247068
Correlation Analysis,300,25,275,full,2026,12,2037,0.5,True,,0.028101929876792178
Variance Analysis,300,25,275,full,2026,12,2037,0.5,True,,0.0690953197101374
Logistic Regression,300,25,275,full,2026,13,2038,0.5,True,,0.06351928812368224
Multiple Linear Regression,300,25,275,full,2026,13,2038,0.5,True,,0.0108767596003207
Correlation Analysis,300,25,275,full,2026,13,2038,0.5,True,,0.024056004480422014
Variance Analysis,300,25,275,full,2026,13,2038,0.5,True,,0.1048624904559428
Logistic Regression,300,25,275,full,2026,14,2039,0.5,True,,0.055877435064056596
Multiple Linear Regression,300,25,275,full,2026,14,2039,0.5,True,,0.010320338554770504
Correlation Analysis,300,25,275,full,2026,14,2039,0.5,True,,0.019299189279984537
Variance Analysis,300,25,275,full,2026,14,2039,0.5,True,,0.11053735798371513
Logistic Regression,300,25,275,full,2026,15,2040,0.5,True,,0.06947967394719173
Multiple Linear Regression,300,25,275,full,2026,15,2040,0.5,True,,0.01441378298937567
Correlation Analysis,300,25,275,full,2026,15,2040,0.5,True,,0.024605994272293
Variance Analysis,300,25,275,full,2026,15,2040,0.5,True,,0.11560021029877825
Logistic Regression,300,25,275,full,2026,16,2041,0.5,True,,0.10216134998932865
Multiple Linear Regression,300,25,275,full,2026,16,2041,0.5,True,,0.011128659306267982
Correlation Analysis,300,25,275,full,2026,16,2041,0.5,True,,0.017438845018354604
Variance Analysis,300,25,275,full,2026,16,2041,0.5,True,,0.11334777097236744
Logistic Regression,300,25,275,full,2026,17,2042,0.5,True,,0.07558322003572923
Multiple Linear Regression,300,25,275,full,2026,17,2042,0.5,True,,0.010355762746934926
Correlation Analysis,300,25,275,full,2026,17,2042,0.5,True,,0.026852384850439785
Variance Analysis,300,25,275,full,2026,17,2042,0.5,True,,0.09821890936308923
Logistic Regression,300,25,275,full,2026,18,2043,0.5,True,,0.06812025643765159
Multiple Linear Regression,300,25,275,full,2026,18,2043,0.5,True,,0.008613974255858525
Correlation Analysis,300,25,275,full,2026,18,2043,0.5,True,,0.023733869925420696
Variance Analysis,300,25,275,full,2026,18,2043,0.5,True,,0.14083895574691413
Logistic Regression,300,25,275,full,2026,19,2044,0.5,True,,0.11491220473959912
Multiple Linear Regression,300,25,275,full,2026,19,2044,0.5,True,,0.016372368802487557
Correlation Analysis,300,25,275,full,2026,19,2044,0.5,True,,0.024820635004948553
Variance Analysis,300,25,275,full,2026,19,2044,0.5,True,,0.08821513126147795
Logistic Regression,300,25,275,full,2026,20,2045,0.5,True,,0.09732824976151506
Multiple Linear Regression,300,25,275,full,2026,20,2045,0.5,True,,0.008108470005296832
Correlation Analysis,300,25,275,full,2026,20,2045,0.5,True,,0.022222721039090367
Variance Analysis,300,25,275,full,2026,20,2045,0.5,True,,0.11471785070407527
Logistic Regression,300,25,275,full,2026,21,2046,0.5,True,,0.05545420557925748
Multiple Linear Regression,300,25,275,full,2026,21,2046,0.5,True,,0.010320868656803766
Correlation Analysis,300,25,275,full,2026,21,2046,0.5,True,,0.017270214875428607
Variance Analysis,300,25,275,full,2026,21,2046,0.5,True,,0.14636688690275138
Logistic Regression,300,25,275,full,2026,22,2047,0.5,True,,0.05989639092513976
Multiple Linear Regression,300,25,275,full,2026,22,2047,0.5,True,,0.012844933979025211
Correlation Analysis,300,25,275,full,2026,22,2047,0.5,True,,0.02368414888218057
Variance Analysis,300,25,275,full,2026,22,2047,0.5,True,,0.1297923287163397
Logistic Regression,300,25,275,full,2026,23,2048,0.5,True,,0.07040846439596536
Multiple Linear Regression,300,25,275,full,2026,23,2048,0.5,True,,0.011134314199855293
Correlation Analysis,300,25,275,full,2026,23,2048,0.5,True,,0.024438322170440688
Variance Analysis,300,25,275,full,2026,23,2048,0.5,True,,0.1529688856181595
Logistic Regression,300,25,275,full,2026,24,2049,0.5,True,,0.06820860890431076
Multiple Linear Regression,300,25,275,full,2026,24,2049,0.5,True,,0.01107680472773382
Correlation Analysis,300,25,275,full,2026,24,2049,0.5,True,,0.021016032785372552
Variance Analysis,300,25,275,full,2026,24,2049,0.5,True,,0.12167056975480946
Logistic Regression,300,25,275,full,2026,25,2050,0.5,True,,0.042922162718130145
Multiple Linear Regression,300,25,275,full,2026,25,2050,0.5,True,,0.008753392879835621
Correlation Analysis,300,25,275,full,2026,25,2050,0.5,True,,0.023847389726684147
Variance Analysis,300,25,275,full,2026,25,2050,0.5,True,,0.09915809808274528
Logistic Regression,300,25,275,full,2026,26,2051,0.5,True,,0.07773675025020839
Multiple Linear Regression,300,25,275,full,2026,26,2051,0.5,True,,0.01887208038831202
Correlation Analysis,300,25,275,full,2026,26,2051,0.5,True,,0.01996867950491165
Variance Analysis,300,25,275,full,2026,26,2051,0.5,True,,0.12303562852429037
Logistic Regression,300,25,275,full,2026,27,2052,0.5,True,,0.06521640779872834
Multiple Linear Regression,300,25,275,full,2026,27,2052,0.5,True,,0.006795291827988987
Correlation Analysis,300,25,275,full,2026,27,2052,0.5,True,,0.027269115060580308
Variance Analysis,300,25,275,full,2026,27,2052,0.5,True,,0.10511933278527401
Logistic Regression,300,25,275,full,2026,28,2053,0.5,True,,0.0865516620473867
Multiple Linear Regression,300,25,275,full,2026,28,2053,0.5,True,,0.016391645514478588
Correlation Analysis,300,25,275,full,2026,28,2053,0.5,True,,0.022631791234658968
Variance Analysis,300,25,275,full,2026,28,2053,0.5,True,,0.11319534623785726
Logistic Regression,300,25,275,full,2026,29,2054,0.5,True,,0.05429600167024323
Multiple Linear Regression,300,25,275,full,2026,29,2054,0.5,True,,0.016137197364402122
Correlation Analysis,300,25,275,full,2026,29,2054,0.5,True,,0.029700350784191164
Variance Analysis,300,25,275,full,2026,29,2054,0.5,True,,0.14382894164812907
Logistic Regression,300,25,275,full,2026,30,2055,0.5,True,,0.07153070062036658
Multiple Linear Regression,300,25,275,full,2026,30,2055,0.5,True,,0.01151728067765905
Correlation Analysis,300,25,275,full,2026,30,2055,0.5,True,,0.023772783869476132
Variance Analysis,300,25,275,full,2026,30,2055,0.5,True,,0.14430187188815774
Logistic Regression,300,25,275,full,2026,31,2056,0.5,True,,0.08627507980404392
Multiple Linear Regression,300,25,275,full,2026,31,2056,0.5,True,,0.019588532218516135
Correlation Analysis,300,25,275,full,2026,31,2056,0.5,True,,0.022724076762710113
Variance Analysis,300,25,275,full,2026,31,2056,0.5,True,,0.14250516229923973
Logistic Regression,300,25,275,full,2026,32,2057,0.5,True,,0.09713890949265211
Multiple Linear Regression,300,25,275,full,2026,32,2057,0.5,True,,0.021942910710670976
Correlation Analysis,300,25,275,full,2026,32,2057,0.5,True,,0.02069194271944722
Variance Analysis,300,25,275,full,2026,32,2057,0.5,True,,0.13941968842252433
Logistic Regression,300,25,275,full,2026,33,2058,0.5,True,,0.06450201937407686
Multiple Linear Regression,300,25,275,full,2026,33,2058,0.5,True,,0.0116751394355214
Correlation Analysis,300,25,275,full,2026,33,2058,0.5,True,,0.023209591612870274
Variance Analysis,300,25,275,full,2026,33,2058,0.5,True,,0.13258580075398477
Logistic Regression,300,25,275,full,2026,34,2059,0.5,True,,0.0692469122414243
Multiple Linear Regression,300,25,275,full,2026,34,2059,0.5,True,,0.010218076432240776
Correlation Analysis,300,25,275,full,2026,34,2059,0.5,True,,0.028787607241754148
Variance Analysis,300,25,275,full,2026,34,2059,0.5,True,,0.128389400933618
Logistic Regression,300,25,275,full,2026,35,2060,0.5,True,,0.06657044267674549
Multiple Linear Regression,300,25,275,full,2026,35,2060,0.5,True,,0.012048311675775775
Correlation Analysis,300,25,275,full,2026,35,2060,0.5,True,,0.025474149533175314
Variance Analysis,300,25,275,full,2026,35,2060,0.5,True,,0.09906821768536973
Logistic Regression,300,25,275,full,2026,36,2061,0.5,True,,0.06874390659394987
Multiple Linear Regression,300,25,275,full,2026,36,2061,0.5,True,,0.010866428174433111
Correlation Analysis,300,25,275,full,2026,36,2061,0.5,True,,0.019358933917618906
Variance Analysis,300,25,275,full,2026,36,2061,0.5,True,,0.13751699577963297
Logistic Regression,300,25,275,full,2026,37,2062,0.5,True,,0.08349092433081226
Multiple Linear Regression,300,25,275,full,2026,37,2062,0.5,True,,0.010715487628235324
Correlation Analysis,300,25,275,full,2026,37,2062,0.5,True,,0.02432668528666152
Variance Analysis,300,25,275,full,2026,37,2062,0.5,True,,0.13096370734530735
Logistic Regression,300,25,275,full,2026,38,2063,0.5,True,,0.07151362586569536
Multiple Linear Regression,300,25,275,full,2026,38,2063,0.5,True,,0.018526245409829847
Correlation Analysis,300,25,275,full,2026,38,2063,0.5,True,,0.029062391430080266
Variance Analysis,300,25,275,full,2026,38,2063,0.5,True,,0.11786009142165428
