analysis,noise_amplitude,perturbation_run,random_seed,success,error,rmse,relative_error,structure_score,sign_agreement,significance_agreement,top3_overlap,rank_score,edge_jaccard,group_order_agreement,highest_domain_retention,category_agreement,top2_overlap,bottom2_overlap,r_squared_change,regression_sign_agreement,regression_top3_overlap,variance_rank_agreement,regression_rank_agreement
Variance Analysis,1.0,7,2032,True,,0.37628498781946895,0.3549677490880444,0.6805555555555555,nan,nan,nan,0.6666666666666666,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,8,2033,True,,0.066374238461795,0.6839813799484361,0.7857142857142857,0.75,1.0,0.6666666666666666,0.7261904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,8,2033,True,,0.014419632198827812,0.3285981665474174,0.7514880952380953,0.875,1.0,0.3333333333333333,0.7976190476190477,nan,nan,nan,nan,nan,nan,0.00018425118990683664,nan,nan,nan,nan
Figure 1,1.0,8,2033,True,,0.07673475232468577,0.12949394044386903,0.7757936507936508,nan,nan,nan,nan,0.3333333333333333,0.75,nan,nan,nan,nan,nan,0.875,1.0,0.8035714285714286,0.8928571428571429
Figure 2,1.0,8,2033,True,,0.5284587756629224,0.5119881891455812,0.31518826855188664,nan,nan,nan,0.2607530742075467,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,8,2033,True,,0.05135774505363336,0.5337010520456904,0.6631089217296114,0.7857142857142857,nan,0.6666666666666666,0.8667214012041599,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,8,2033,True,,0.37245114964748616,0.3513511049211783,0.636904761904762,nan,nan,nan,0.6607142857142858,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,9,2034,True,,0.13335646057756678,1.3742279843012546,0.6845238095238095,0.75,1.0,0.3333333333333333,0.6547619047619048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,9,2034,True,,0.0304688041226885,0.6943306898231234,0.6547619047619048,0.625,0.875,0.3333333333333333,0.7857142857142858,nan,nan,nan,nan,nan,nan,0.0059198706382690425,nan,nan,nan,nan
Figure 1,1.0,9,2034,True,,0.08644963380078556,0.14588831515902148,0.5744047619047619,nan,nan,nan,nan,0.6666666666666666,0.625,nan,nan,nan,nan,nan,0.625,0.3333333333333333,0.7559523809523809,0.44047619047619047
Figure 2,1.0,9,2034,True,,0.5326393354796993,0.5160384525696701,0.5519875244910036,nan,nan,nan,0.7079500979640145,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,9,2034,True,,0.0342969670135437,0.35640831500661174,0.8387383689107827,0.8571428571428571,nan,1.0,0.831143951833607,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,9,2034,True,,0.31776901029752275,0.2997668096431327,0.7896825396825397,nan,nan,nan,0.7440476190476191,nan,0.625,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,10,2035,True,,0.14178777334471007,1.4611120085084321,0.6294642857142857,0.625,1.0,0.3333333333333333,0.5595238095238095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,10,2035,True,,0.018966010603114574,0.4322021688881185,0.9389880952380952,0.875,1.0,1.0,0.880952380952381,nan,nan,nan,nan,nan,nan,0.0006128515336835116,nan,nan,nan,nan
Figure 1,1.0,10,2035,True,,0.09747682793847509,0.16449728668325186,0.8343253968253969,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.8095238095238095,0.9047619047619049
Figure 2,1.0,10,2035,True,,0.5039206155161357,0.4882148150299602,0.532697079858302,nan,nan,nan,0.6307883194332078,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,10,2035,True,,0.04362077822405831,0.45329979353493177,0.8334701696770662,0.7857142857142857,nan,0.6666666666666666,0.8814997263273125,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,10,2035,True,,0.38154734183908406,0.35993198104444496,0.6904761904761904,nan,nan,nan,0.8214285714285714,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,11,2036,True,,0.1090251867220594,1.1234960941391934,0.6770833333333334,0.875,1.0,0.3333333333333333,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,11,2036,True,,0.018196141951732126,0.41465821049595014,0.8422619047619047,0.875,0.875,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,0.008714559040245984,nan,nan,nan,nan
Figure 1,1.0,11,2036,True,,0.09549532146450698,0.161153390032052,0.7053571428571429,nan,nan,nan,nan,0.5,0.625,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.8273809523809524,0.7380952380952381
Figure 2,1.0,11,2036,True,,0.5105276964212021,0.49461597164597043,0.6372614511120522,nan,nan,nan,0.5490458044482089,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,11,2036,True,,0.041318347845989936,0.4293733241435324,0.6955391351943077,0.7857142857142857,nan,0.6666666666666666,0.8297755883962781,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,11,2036,True,,0.3640539019062433,0.34342957675573976,0.638888888888889,nan,nan,nan,0.7916666666666667,nan,0.625,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,12,2037,True,,0.10114808206219658,1.0423231414980503,0.6056547619047619,0.625,1.0,0.3333333333333333,0.4642857142857143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,12,2037,True,,0.018420247287395587,0.4197651786486117,0.8363095238095237,0.875,0.875,0.6666666666666666,0.9285714285714286,nan,nan,nan,nan,nan,nan,0.0024784318043463704,nan,nan,nan,nan
Figure 1,1.0,12,2037,True,,0.09892403018684474,0.1669395167821731,0.7619047619047619,nan,nan,nan,nan,0.5,0.75,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9285714285714286,0.7261904761904762
Figure 2,1.0,12,2037,True,,0.5232100532484342,0.5069030547735563,0.8655366373416968,nan,nan,nan,0.9621465493667871,nan,nan,nan,1.0,1.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,12,2037,True,,0.05438780402899373,0.5651889154871541,0.6630405035577449,0.7142857142857143,nan,0.6666666666666666,0.7712096332785988,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,12,2037,True,,0.26993204459563774,0.254639896298009,0.6448412698412699,nan,nan,nan,0.6845238095238095,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,13,2038,True,,0.11573423194435459,1.1926322848605873,0.6413690476190476,0.375,1.0,0.6666666666666666,0.5238095238095238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,13,2038,True,,0.02284930789878315,0.5206957139328366,0.8288690476190476,0.875,1.0,0.6666666666666666,0.7738095238095238,nan,nan,nan,nan,nan,nan,0.00770302589408256,nan,nan,nan,nan
Figure 1,1.0,13,2038,True,,0.08145531594697136,0.13746014045164692,0.75,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9583333333333334,0.6666666666666667
Figure 2,1.0,13,2038,True,,0.5176548582442613,0.5015209997079191,0.35027781766811317,nan,nan,nan,0.4011112706724526,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,13,2038,True,,0.042440971361743025,0.44103943897748715,0.7437397372742199,0.75,nan,0.6666666666666666,0.8916256157635468,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,13,2038,True,,0.3498731400069284,0.3300521811787247,0.7202380952380952,nan,nan,nan,0.7857142857142858,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,14,2039,True,,0.09605960996485949,0.9898868311519955,0.6026785714285714,0.375,1.0,0.3333333333333333,0.7023809523809524,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,14,2039,True,,0.01853971180139568,0.42248756571969803,0.7663690476190477,1.0,0.875,0.3333333333333333,0.8571428571428572,nan,nan,nan,nan,nan,nan,0.0044974275222807725,nan,nan,nan,nan
Figure 1,1.0,14,2039,True,,0.04432625483726922,0.07480289217211085,0.651984126984127,nan,nan,nan,nan,0.4,0.75,nan,nan,nan,nan,nan,0.875,0.3333333333333333,0.9702380952380952,0.5833333333333334
Figure 2,1.0,14,2039,True,,0.5190854452253116,0.5029069992817259,0.6739426033183576,nan,nan,nan,0.6957704132734307,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,14,2039,True,,0.035223176214019526,0.36603332529847954,0.7078612479474548,0.8928571428571429,nan,0.6666666666666666,0.8719211822660098,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,14,2039,True,,0.37821668629187694,0.35679001327838844,0.876984126984127,nan,nan,nan,0.8809523809523809,nan,0.75,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,15,2040,True,,0.10735294131569037,1.106263734911161,0.8214285714285714,0.75,1.0,0.6666666666666666,0.8690476190476191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,15,2040,True,,0.025815960540912744,0.588300532526343,0.7247023809523809,0.875,1.0,0.3333333333333333,0.6904761904761905,nan,nan,nan,nan,nan,nan,0.000640054695271175,nan,nan,nan,nan
Figure 1,1.0,15,2040,True,,0.10174799712818591,0.17170510989140955,0.6517857142857143,nan,nan,nan,nan,0.5,0.75,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.898809523809524,0.42857142857142855
Figure 2,1.0,15,2040,True,,0.5068811808604667,0.49108310780755626,0.6137672713695572,nan,nan,nan,0.455069085478229,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,15,2040,True,,0.04780820397537542,0.49681481792915505,0.696360153256705,0.8571428571428571,nan,0.6666666666666666,0.7616310892172962,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,15,2040,True,,0.3793394237244232,0.35784914556415226,0.6924603174603176,nan,nan,nan,0.8273809523809524,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,16,2041,True,,0.1520567093903142,1.5669325980902984,0.8258928571428571,0.875,1.0,0.6666666666666666,0.761904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,16,2041,True,,0.020468867835010958,0.4664496534407288,0.8571428571428571,1.0,1.0,0.6666666666666666,0.761904761904762,nan,nan,nan,nan,nan,nan,5.5241929678429e-06,nan,nan,nan,nan
Figure 1,1.0,16,2041,True,,0.07527535223891896,0.12703112585120022,0.7867063492063492,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,0.625,0.6666666666666666,0.8690476190476191,0.8095238095238095
Figure 2,1.0,16,2041,True,,0.499202231494352,0.4836434898817005,0.6361648565369812,nan,nan,nan,0.5446594261479246,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,16,2041,True,,0.03505961811255881,0.36433365700640363,0.8515667761357417,0.8214285714285714,nan,0.6666666666666666,0.9181718664477285,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,16,2041,True,,0.3690852020213147,0.34817584443753774,0.6488095238095238,nan,nan,nan,0.6964285714285714,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,17,2042,True,,0.13943538157019678,1.4368707937028247,0.5178571428571428,0.5,1.0,0.3333333333333333,0.23809523809523803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,17,2042,True,,0.019697436055328164,0.448870074091903,0.8497023809523809,0.875,1.0,0.6666666666666666,0.8571428571428572,nan,nan,nan,nan,nan,nan,0.003301784296488308,nan,nan,nan,nan
Figure 1,1.0,17,2042,True,,0.0980117076693298,0.16539992443099438,0.7123015873015873,nan,nan,nan,nan,1.0,0.625,nan,nan,nan,nan,nan,0.875,0.3333333333333333,0.75,0.6904761904761905
Figure 2,1.0,17,2042,True,,0.5248040289988052,0.5084473507443265,0.5,nan,nan,nan,0.5,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,17,2042,True,,0.05401211450121402,0.5612848130774946,0.7863300492610837,0.7857142857142857,nan,0.6666666666666666,0.6929392446633826,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,17,2042,True,,0.30410784376171973,0.2868795733937359,0.6309523809523809,nan,nan,nan,0.7678571428571429,nan,0.625,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,18,2043,True,,0.10055196972095863,1.0361802500508075,0.8348214285714286,0.875,1.0,0.6666666666666666,0.7976190476190477,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,18,2043,True,,0.015802493128019082,0.3601111454956079,0.8690476190476191,1.0,1.0,0.6666666666666666,0.8095238095238095,nan,nan,nan,nan,nan,nan,0.002682462312302847,nan,nan,nan,nan
Figure 1,1.0,18,2043,True,,0.08430582501750843,0.14227052480335464,0.7589285714285715,nan,nan,nan,nan,0.6666666666666666,1.0,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9821428571428572,0.5714285714285714
Figure 2,1.0,18,2043,True,,0.5224113909642417,0.5061292845658242,0.6170727142276276,nan,nan,nan,0.4682908569105099,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,18,2043,True,,0.04388670589443694,0.4560632691762575,0.7259510125889436,0.75,nan,0.6666666666666666,0.8204707170224411,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,18,2043,True,,0.40838468926385896,0.3852489432280032,0.9781746031746031,nan,nan,nan,0.9345238095238095,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,19,2044,True,,0.17820741260683562,1.8364135667187194,0.7619047619047619,0.75,1.0,0.6666666666666666,0.6309523809523809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,19,2044,True,,0.03062392831408181,0.6978656984957535,0.7232142857142858,0.75,1.0,0.3333333333333333,0.8095238095238095,nan,nan,nan,nan,nan,nan,0.002560565174943741,nan,nan,nan,nan
Figure 1,1.0,19,2044,True,,0.1270869960240507,0.2144660065454383,0.7509920634920636,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.8154761904761905,0.6071428571428572
Figure 2,1.0,19,2044,True,,0.5047205984849826,0.4889898647602887,0.7309085842298888,nan,nan,nan,0.923634336919555,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,19,2044,True,,0.04926676281921007,0.511971916213205,0.8015188834154351,0.7857142857142857,nan,0.6666666666666666,0.7536945812807881,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,19,2044,True,,0.28134127520085156,0.2654027729416613,0.634920634920635,nan,nan,nan,0.6547619047619049,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,20,2045,True,,0.1519686658844107,1.5660253165898403,0.36607142857142855,0.25,1.0,0.0,0.21428571428571425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,20,2045,True,,0.014356791788379305,0.3271661436376968,0.8556547619047619,0.875,1.0,0.6666666666666666,0.880952380952381,nan,nan,nan,nan,nan,nan,0.0030623101857047974,nan,nan,nan,nan
Figure 1,1.0,20,2045,True,,0.11302899618217747,0.19074239059394954,0.8630952380952381,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9285714285714286,0.8333333333333335
Figure 2,1.0,20,2045,True,,0.5116368651327424,0.4956905706615059,0.8246174116165125,nan,nan,nan,0.79846964646605,nan,nan,nan,1.0,0.5,1.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,20,2045,True,,0.04338437271651701,0.45084310724638016,0.8409619594964423,0.8928571428571429,nan,0.6666666666666666,0.8043240284619595,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,20,2045,True,,0.334707936693093,0.3157461146094217,0.5198412698412699,nan,nan,nan,0.8095238095238095,nan,0.75,0.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,21,2046,True,,0.09476925271271551,0.9765897997373761,0.7321428571428571,0.5,1.0,0.6666666666666666,0.761904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,21,2046,True,,0.019573562791672054,0.44604721933663727,0.9613095238095238,1.0,1.0,1.0,0.8452380952380953,nan,nan,nan,nan,nan,nan,0.004080496736183492,nan,nan,nan,nan
Figure 1,1.0,21,2046,True,,0.11098253700703724,0.18728888283484305,0.7291666666666666,nan,nan,nan,nan,0.6666666666666666,0.5,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.7202380952380953,0.8214285714285714
Figure 2,1.0,21,2046,True,,0.5113736130301488,0.495435523392915,0.3279481045941508,nan,nan,nan,0.3117924183766033,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,21,2046,True,,0.03418393315011161,0.35523368610171147,0.8301518883415434,0.8214285714285714,nan,1.0,0.8325123152709359,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,21,2046,True,,0.4340314514400874,0.4094427690137397,0.5396825396825397,nan,nan,nan,0.6190476190476191,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,22,2047,True,,0.10631738157083112,1.0955923720492646,0.6964285714285714,0.5,1.0,0.6666666666666666,0.6190476190476191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,22,2047,True,,0.025818146616082845,0.5883503493512748,0.8199404761904762,0.875,1.0,0.6666666666666666,0.7380952380952381,nan,nan,nan,nan,nan,nan,0.008787315688751907,nan,nan,nan,nan
Figure 1,1.0,22,2047,True,,0.059540680649941634,0.10047803792272868,0.8839285714285713,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.9523809523809524,0.8095238095238095
Figure 2,1.0,22,2047,True,,0.5024756260732285,0.48681486187887396,0.519025485853694,nan,nan,nan,0.5761019434147762,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,22,2047,True,,0.04733731643701709,0.49192143379878495,0.7927613574165298,0.7857142857142857,nan,0.6666666666666666,0.7186644772851669,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,22,2047,True,,0.4180838676826169,0.3943986452962708,0.7123015873015873,nan,nan,nan,0.6369047619047619,nan,1.0,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,23,2048,True,,0.11841035638735171,1.2202095397090704,0.6130952380952381,0.5,1.0,0.3333333333333333,0.6190476190476191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,23,2048,True,,0.020690144039111864,0.4714921506393772,0.8244047619047619,0.875,0.875,0.6666666666666666,0.880952380952381,nan,nan,nan,nan,nan,nan,0.0027649349895181308,nan,nan,nan,nan
Figure 1,1.0,23,2048,True,,0.1608676930990644,0.271472713971494,0.7142857142857143,nan,nan,nan,nan,1.0,0.5,nan,nan,nan,nan,nan,0.75,0.6666666666666666,0.6428571428571428,0.7261904761904762
Figure 2,1.0,23,2048,True,,0.5201430687838552,0.5039316596629583,0.30801086077811307,nan,nan,nan,0.23204344311245223,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,23,2048,True,,0.049304953671900215,0.512368789133501,0.8179734537493157,0.75,nan,0.6666666666666666,0.8552271483305967,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,23,2048,True,,0.41076251048186196,0.38749205648739604,0.33730158730158727,nan,nan,nan,0.5119047619047619,nan,0.5,0.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,24,2049,True,,0.10252240996916026,1.0564854839985633,0.7321428571428572,1.0,1.0,0.3333333333333333,0.5952380952380952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,24,2049,True,,0.020457221734756767,0.4661842592102667,0.71875,0.875,1.0,0.3333333333333333,0.6666666666666667,nan,nan,nan,nan,nan,nan,0.00015606783799215762,nan,nan,nan,nan
Figure 1,1.0,24,2049,True,,0.0844934506520758,0.1425871529543859,0.7906746031746031,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9047619047619049,0.6309523809523809
Figure 2,1.0,24,2049,True,,0.5039476930479895,0.48824104863064743,0.5087723872790566,nan,nan,nan,0.5350895491162265,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,1.0,24,2049,True,,0.04204358184868204,0.4369098339691075,0.8270388615216201,0.7857142857142857,nan,0.6666666666666666,0.8557744937055282,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,24,2049,True,,0.3797863994046135,0.35827079924747796,0.6964285714285715,nan,nan,nan,0.7142857142857143,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,25,2050,True,,0.06848437224511184,0.7057261449421561,0.7351190476190477,1.0,1.0,0.3333333333333333,0.6071428571428572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,25,2050,True,,0.014720934997099385,0.3354643296868417,0.7544642857142858,0.875,1.0,0.3333333333333333,0.8095238095238095,nan,nan,nan,nan,nan,nan,0.0026384138485229247,nan,nan,nan,nan
Figure 1,1.0,25,2050,True,,0.08600669056613729,0.14514082509604637,0.753968253968254,nan,nan,nan,nan,0.6666666666666666,0.75,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9047619047619049,0.8690476190476191
Figure 2,1.0,25,2050,True,,0.5236265735740188,0.5073065933219907,0.5373660332279089,nan,nan,nan,0.6494641329116355,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,1.0,25,2050,True,,0.04531318040797728,0.47088695249408624,0.7316981390257252,0.8214285714285714,nan,0.6666666666666666,0.7720306513409961,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,1.0,25,2050,True,,0.3229634436241605,0.3046669687391133,0.6865079365079364,nan,nan,nan,0.8095238095238095,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,1.0,26,2051,True,,0.10820367781074589,1.1150305085170913,0.730654761904762,0.875,1.0,0.3333333333333333,0.7142857142857143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,1.0,26,2051,True,,0.03400144832054826,0.7748334648228528,0.6755952380952381,1.0,1.0,0.3333333333333333,0.369047619047619,nan,nan,nan,nan,nan,nan,0.0022970688178729493,nan,nan,nan,nan
Figure 1,1.0,26,2051,True,,0.07067782157925846,0.11927255045485514,0.8253968253968255,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,0.75,0.6666666666666666,0.8333333333333333,0.7023809523809524
