analysis,noise_amplitude,perturbation_run,random_seed,success,error,rmse,relative_error,structure_score,sign_agreement,significance_agreement,top3_overlap,rank_score,edge_jaccard,group_order_agreement,highest_domain_retention,category_agreement,top2_overlap,bottom2_overlap,r_squared_change,regression_sign_agreement,regression_top3_overlap,variance_rank_agreement,regression_rank_agreement
Variance Analysis,0.1,21,2046,True,,0.020950577096679062,0.019763688254477114,0.998015873015873,nan,nan,nan,0.9940476190476191,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,22,2047,True,,0.01175129283051332,0.12109616129184134,0.8794642857142857,0.875,1.0,0.6666666666666666,0.9761904761904763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,22,2047,True,,0.002430198768704866,0.055379974241446056,0.8824404761904762,0.875,1.0,0.6666666666666666,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.00109639825279495,nan,nan,nan,nan
Figure 1,0.1,22,2047,True,,0.007223777999962557,0.012190506253917375,0.9970238095238094,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,0.9880952380952381
Figure 2,0.1,22,2047,True,,0.05552468472405934,0.053794135122629205,0.6290116887965866,nan,nan,nan,0.5160467551863468,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,22,2047,True,,0.004515205584331773,0.04692125731073082,0.9984263820470717,1.0,nan,1.0,0.9937055281882867,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,22,2047,True,,0.017392941237317508,0.016407599029683594,0.8194444444444445,nan,nan,nan,0.9583333333333334,nan,1.0,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,23,2048,True,,0.01485833278229912,0.15311396704038657,0.8735119047619047,0.875,1.0,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,23,2048,True,,0.002286900158616784,0.05211444985812893,0.9077380952380952,1.0,1.0,0.6666666666666666,0.9642857142857144,nan,nan,nan,nan,nan,nan,0.0003218594937696162,nan,nan,nan,nan
Figure 1,0.1,23,2048,True,,0.01622849546637131,0.027386441758799153,0.9424603174603173,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,0.6666666666666666,1.0,0.9880952380952381
Figure 2,0.1,23,2048,True,,0.05702924148162522,0.05525179904126995,0.3047010136242339,nan,nan,nan,0.21880405449693568,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.1,23,2048,True,,0.00447985612421105,0.04655391166430543,0.9984948002189382,1.0,nan,1.0,0.9939792008757526,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,23,2048,True,,0.026192538899814342,0.024708683251081026,0.8214285714285715,nan,nan,nan,0.9642857142857143,nan,1.0,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,24,2049,True,,0.015570942683026763,0.16045735680364792,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,24,2049,True,,0.002303547623306478,0.05249381642582412,0.9970238095238095,1.0,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,4.4469921015588554e-05,nan,nan,nan,nan
Figure 1,0.1,24,2049,True,,0.009739561005149066,0.016436022721669316,0.9345238095238094,nan,nan,nan,nan,0.6666666666666666,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9761904761904763,0.9642857142857144
Figure 2,0.1,24,2049,True,,0.05575053225061424,0.05401294361151996,0.2772086215810584,nan,nan,nan,0.10883448632423359,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.1,24,2049,True,,0.004084553288099131,0.04244599105195661,0.90725916803503,0.9642857142857143,nan,1.0,0.9980842911877394,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,24,2049,True,,0.017734346673430483,0.0167296632180152,0.8194444444444445,nan,nan,nan,0.9583333333333334,nan,1.0,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,25,2050,True,,0.009898715093263538,0.10200549137906763,0.9107142857142857,1.0,1.0,0.6666666666666666,0.9761904761904763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,25,2050,True,,0.0020433435616850092,0.046564221523677,0.9077380952380952,1.0,1.0,0.6666666666666666,0.9642857142857144,nan,nan,nan,nan,nan,nan,2.9425005495964385e-05,nan,nan,nan,nan
Figure 1,0.1,25,2050,True,,0.010860068303904562,0.018326937867886393,0.9146825396825397,nan,nan,nan,nan,0.5,1.0,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9880952380952381
Figure 2,0.1,25,2050,True,,0.058508194398920854,0.05668465711994959,0.634628053111808,nan,nan,nan,0.5385122124472322,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,25,2050,True,,0.004893224087309041,0.05084956203908322,0.7905035577449371,1.0,nan,0.6666666666666666,0.9953475643130816,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,25,2050,True,,0.01810882301287957,0.017082924781999638,0.9920634920634921,nan,nan,nan,0.9761904761904762,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,26,2051,True,,0.019140277450024088,0.1972390747714406,0.9047619047619047,1.0,1.0,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,26,2051,True,,0.00397635235462949,0.090614106882974,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.00024775501321572246,nan,nan,nan,nan
Figure 1,0.1,26,2051,True,,0.007613621550198846,0.01284838779972754,0.935515873015873,nan,nan,nan,nan,0.6666666666666666,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,0.9523809523809523
Figure 2,0.1,26,2051,True,,0.05734686164863782,0.05555951987330819,0.660887038868868,nan,nan,nan,0.6435481554754721,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,26,2051,True,,0.004000640117210515,0.04157397948803426,0.9069854953475643,0.9642857142857143,nan,1.0,0.9969896004378763,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,26,2051,True,,0.01685905149579866,0.015903955126942867,0.8234126984126985,nan,nan,nan,0.9702380952380952,nan,1.0,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,27,2052,True,,0.013877920116997837,0.1430108905566137,0.9047619047619047,1.0,1.0,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,27,2052,True,,0.0015518056979128268,0.035362934375915804,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.0002470522390237706,nan,nan,nan,nan
Figure 1,0.1,27,2052,True,,0.01090036028887549,0.018394932716949225,0.9404761904761906,nan,nan,nan,nan,0.6666666666666666,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9880952380952381,0.9880952380952381
Figure 2,0.1,27,2052,True,,0.05762166312915108,0.05582575655791242,0.5259937622455018,nan,nan,nan,0.6039750489820073,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,27,2052,True,,0.005545709284460279,0.057630078508414055,0.9150246305418719,1.0,nan,1.0,0.993431855500821,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,27,2052,True,,0.019043769733958358,0.017964905046537354,0.9841269841269842,nan,nan,nan,0.9523809523809524,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,28,2053,True,,0.018906992913455257,0.1948350957135893,0.8928571428571428,1.0,1.0,0.6666666666666666,0.9047619047619049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,28,2053,True,,0.003494432283163727,0.07963199237946238,0.9970238095238095,1.0,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,7.212230511144391e-06,nan,nan,nan,nan
Figure 1,0.1,28,2053,True,,0.011518418696212859,0.019437938866912783,0.9920634920634921,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9880952380952381,0.9642857142857144
Figure 2,0.1,28,2053,True,,0.05676892230797684,0.05499959329040715,0.4465681865730188,nan,nan,nan,0.286272746292075,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,28,2053,True,,0.004568896457730057,0.04747920384027552,0.9152983032293377,1.0,nan,0.6666666666666666,0.9945265462506843,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,28,2053,True,,0.016258509655534797,0.015337435089810987,0.9920634920634921,nan,nan,nan,0.9761904761904763,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,29,2054,True,,0.012571740287285933,0.1295508087072166,0.9910714285714286,1.0,1.0,1.0,0.9642857142857144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,29,2054,True,,0.003449027730688283,0.07859730213975225,0.9136904761904762,1.0,1.0,0.6666666666666666,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.0006757640684034172,nan,nan,nan,nan
Figure 1,0.1,29,2054,True,,0.012070231842746719,0.020369152646440576,0.9920634920634921,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9523809523809523
Figure 2,0.1,29,2054,True,,0.058381644669097975,0.05656205159234225,0.39611993182447025,nan,nan,nan,0.5844797272978809,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.1,29,2054,True,,0.005460477787745528,0.056744367124150825,0.9987000547345375,1.0,nan,1.0,0.99480021893815,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,29,2054,True,,0.022177432448851845,0.0209210399876436,0.9900793650793651,nan,nan,nan,0.9702380952380952,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,30,2055,True,,0.015066921616923171,0.15526345880487766,0.8645833333333333,0.875,1.0,0.6666666666666666,0.9166666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,30,2055,True,,0.002556101114251886,0.05824906821973306,0.96875,0.875,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.0013240681982629177,nan,nan,nan,nan
Figure 1,0.1,30,2055,True,,0.010288516754853268,0.017362414493388722,0.8849206349206349,nan,nan,nan,nan,0.6666666666666666,1.0,nan,nan,nan,nan,nan,1.0,0.6666666666666666,1.0,0.9761904761904763
Figure 2,0.1,30,2055,True,,0.05886121623598539,0.05702667625069595,0.5287096310950944,nan,nan,nan,0.6148385243803776,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.1,30,2055,True,,0.004937600611451589,0.051310715417142855,0.9155719759168035,1.0,nan,1.0,0.9956212370005474,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,30,2055,True,,0.020307483403774983,0.019157027005656847,0.9920634920634921,nan,nan,nan,0.9761904761904762,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,31,2056,True,,0.017914049002018477,0.18460288571020303,0.9077380952380952,1.0,1.0,0.6666666666666666,0.9642857142857144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,31,2056,True,,0.004063262440866776,0.09259463555376571,0.8898809523809523,1.0,1.0,0.6666666666666666,0.8928571428571429,nan,nan,nan,nan,nan,nan,0.00011234407962912307,nan,nan,nan,nan
Figure 1,0.1,31,2056,True,,0.00986054625009237,0.016640191701546705,0.8829365079365079,nan,nan,nan,nan,0.6666666666666666,1.0,nan,nan,nan,nan,nan,1.0,0.6666666666666666,1.0,0.9642857142857144
Figure 2,0.1,31,2056,True,,0.057339029246684006,0.05555193158548391,0.8482983435774192,nan,nan,nan,0.8931933743096767,nan,nan,nan,1.0,1.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,31,2056,True,,0.004548664295558429,0.04726895461253235,0.9152983032293377,1.0,nan,1.0,0.9945265462506843,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,31,2056,True,,0.01927160382381095,0.018179831914890917,0.9900793650793651,nan,nan,nan,0.9702380952380952,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,32,2057,True,,0.020276988503565536,0.20895279402490427,0.9910714285714286,1.0,1.0,1.0,0.9642857142857144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,32,2057,True,,0.0045436194211011674,0.10354112994535682,0.8958333333333333,1.0,1.0,0.6666666666666666,0.9166666666666667,nan,nan,nan,nan,nan,nan,0.0010478179335055016,nan,nan,nan,nan
Figure 1,0.1,32,2057,True,,0.008643535171554367,0.01458642133871424,0.8571428571428571,nan,nan,nan,nan,0.5,1.0,nan,nan,nan,nan,nan,1.0,0.6666666666666666,1.0,0.9761904761904763
Figure 2,0.1,32,2057,True,,0.05634661824835369,0.05459045127079729,0.6824192621901888,nan,nan,nan,0.7296770487607552,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,32,2057,True,,0.004476148163426794,0.046515379159238576,0.7910509031198686,1.0,nan,0.6666666666666666,0.9975369458128078,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,32,2057,True,,0.018995631855885677,0.01791949426806237,0.998015873015873,nan,nan,nan,0.9940476190476191,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,33,2058,True,,0.014650316303135291,0.1509703733545263,0.9970238095238095,1.0,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,33,2058,True,,0.0023426472106309925,0.05338482755082636,0.9970238095238095,1.0,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.00045250067648527903,nan,nan,nan,nan
Figure 1,0.1,33,2058,True,,0.011111946145524096,0.018751995006062856,0.9970238095238094,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,0.9880952380952381
Figure 2,0.1,33,2058,True,,0.05671976774117587,0.05495197073439397,0.3356854497934504,nan,nan,nan,0.3427417991738016,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.1,33,2058,True,,0.004373373917116124,0.04544736647055985,0.9982895457033387,1.0,nan,1.0,0.9931581828133551,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,33,2058,True,,0.020053946082219946,0.01891785304109416,0.9861111111111112,nan,nan,nan,0.9583333333333334,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,34,2059,True,,0.015383902430935872,0.15852992151104311,0.8735119047619047,0.875,1.0,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,34,2059,True,,0.0024104012560585246,0.054928823597096346,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.00023917628194591867,nan,nan,nan,nan
Figure 1,0.1,34,2059,True,,0.009089489480216643,0.015338992747849053,0.9990079365079364,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,1.0
Figure 2,0.1,34,2059,True,,0.056185201196602835,0.0544340651384647,0.4476799139023414,nan,nan,nan,0.2907196556093655,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,34,2059,True,,0.005937578338200258,0.0617023158316604,0.9897030651340997,0.9642857142857143,nan,1.0,0.9945265462506843,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,34,2059,True,,0.01745496437749148,0.01646610844454627,0.9900793650793651,nan,nan,nan,0.9702380952380952,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,35,2060,True,,0.015638407877477035,0.16115258040045266,0.9657738095238095,0.875,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,35,2060,True,,0.002478331374047225,0.056476832028701913,0.9077380952380952,1.0,1.0,0.6666666666666666,0.9642857142857144,nan,nan,nan,nan,nan,nan,0.00025076329022144517,nan,nan,nan,nan
Figure 1,0.1,35,2060,True,,0.00912938467232081,0.015406317988028025,0.9732142857142857,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,1.0,1.0,0.9642857142857144
Figure 2,0.1,35,2060,True,,0.05833775943519517,0.05651953413881347,0.4857308856097295,nan,nan,nan,0.4429235424389179,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,35,2060,True,,0.004973332431315257,0.05168203448173246,0.9991789819376027,1.0,nan,1.0,0.9967159277504105,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,35,2060,True,,0.01612151854531323,0.015208204778705001,0.9404761904761904,nan,nan,nan,0.9464285714285714,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,36,2061,True,,0.013068109090907562,0.1346658507345522,0.8824404761904762,0.875,1.0,0.6666666666666666,0.9880952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,36,2061,True,,0.0023484363408101364,0.053516751689843274,0.9970238095238095,1.0,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.00012738108288490313,nan,nan,nan,nan
Figure 1,0.1,36,2061,True,,0.011576292813268009,0.019535604490898518,1.0,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
Figure 2,0.1,36,2061,True,,0.05741670165698324,0.05562718316333081,0.5582167519428303,nan,nan,nan,0.7328670077713213,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.1,36,2061,True,,0.004047652321800363,0.042062522414176885,0.9064381499726327,0.9642857142857143,nan,0.6666666666666666,0.99480021893815,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,36,2061,True,,0.019899126523538993,0.01877180429602398,1.0,nan,nan,nan,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,37,2062,True,,0.01783780174646376,0.1838171636547761,0.9017857142857142,1.0,1.0,0.6666666666666666,0.9404761904761905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,37,2062,True,,0.0021930278674496388,0.04997526472900776,0.9940476190476191,1.0,1.0,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.00012748097962744787,nan,nan,nan,nan
Figure 1,0.1,37,2062,True,,0.010803061777656732,0.018230736349132377,0.9781746031746031,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,1.0
Figure 2,0.1,37,2062,True,,0.05933406917772425,0.05748479168471319,0.5039874487632076,nan,nan,nan,0.5159497950528302,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.1,37,2062,True,,0.0048478625040118,0.05037817209190166,0.9985632183908046,1.0,nan,1.0,0.9942528735632183,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,37,2062,True,,0.019197227522349126,0.018109669168116488,0.9424603174603176,nan,nan,nan,0.9523809523809524,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,38,2063,True,,0.01513343950767151,0.15594892051049852,0.9598214285714286,0.875,1.0,1.0,0.9642857142857144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,38,2063,True,,0.003980029598810716,0.09069790483837512,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.0010098976029863094,nan,nan,nan,nan
Figure 1,0.1,38,2063,True,,0.010478540552260829,0.017683089670657737,1.0,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0
Figure 2,0.1,38,2063,True,,0.058261246486513846,0.05644540588539882,0.6354303908711254,nan,nan,nan,0.5417215634845016,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,38,2063,True,,0.006286529465979812,0.06532855728392803,0.9892925561029009,0.9642857142857143,nan,1.0,0.9928845101258894,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,38,2063,True,,0.016878544303728614,0.015922343631343212,0.9940476190476191,nan,nan,nan,0.9821428571428572,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,39,2064,True,,0.01522231672571099,0.15686479334986245,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,39,2064,True,,0.0025912739440532183,0.0590505954172119,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.0006276591881504423,nan,nan,nan,nan
Figure 1,0.1,39,2064,True,,0.008443992484050512,0.014249682532517282,0.9950396825396824,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,0.9761904761904763
Figure 2,0.1,39,2064,True,,0.055912442571835475,0.05416980763948893,0.6465322233213208,nan,nan,nan,0.5861288932852832,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,39,2064,True,,0.004972913204743174,0.05167767794967809,0.9988368910782703,1.0,nan,1.0,0.9953475643130816,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,39,2064,True,,0.016870279738895173,0.015914547269354075,0.9821428571428571,nan,nan,nan,0.9464285714285714,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,40,2065,True,,0.011799678577638743,0.12159477266359715,0.9136904761904762,1.0,1.0,0.6666666666666666,0.9880952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,40,2065,True,,0.0020788257830256286,0.04737279921253822,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.00010391970457457322,nan,nan,nan,nan
Figure 1,0.1,40,2065,True,,0.010099228703644499,0.017042980926622923,0.9434523809523809,nan,nan,nan,nan,0.6666666666666666,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,1.0
Figure 2,0.1,40,2065,True,,0.055877503802513995,0.05413595781418621,0.5231272028266039,nan,nan,nan,0.5925088113064153,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.1,40,2065,True,,0.004041669167618678,0.0420003464818422,0.9071907498631636,0.9642857142857143,nan,1.0,0.9978106185002736,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,40,2065,True,,0.01908276620534569,0.01800169229587981,0.996031746031746,nan,nan,nan,0.9880952380952381,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,41,2066,True,,0.017644746661812823,0.1818277459790974,0.9136904761904762,1.0,1.0,0.6666666666666666,0.9880952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,41,2066,True,,0.0017856365216117073,0.04069152936989704,0.96875,0.875,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,7.481943384657352e-05,nan,nan,nan,nan
Figure 1,0.1,41,2066,True,,0.007734938321320049,0.013053116247510094,0.9990079365079364,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,1.0
Figure 2,0.1,41,2066,True,,0.05745172961811363,0.05566111940058245,0.480974514146306,nan,nan,nan,0.42389805658522384,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.1,41,2066,True,,0.00522372601036296,0.05428408245762565,0.9983579638752053,1.0,nan,1.0,0.993431855500821,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,41,2066,True,,0.01242008206702187,0.011716461505327775,0.996031746031746,nan,nan,nan,0.9880952380952381,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.1,42,2067,True,,0.018372216701432922,0.18932426832122423,0.8645833333333333,0.875,1.0,0.6666666666666666,0.9166666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.1,42,2067,True,,0.0016564982618353984,0.03774869457296868,0.9077380952380952,1.0,1.0,0.6666666666666666,0.9642857142857144,nan,nan,nan,nan,nan,nan,0.00025855049758005677,nan,nan,nan,nan
Figure 1,0.1,42,2067,True,,0.008502730194614838,0.01434880551608335,0.9930555555555555,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,0.9642857142857144
Figure 2,0.1,42,2067,True,,0.056570617656019784,0.0548074692415118,0.3417053997560354,nan,nan,nan,0.3668215990241417,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.1,42,2067,True,,0.005299253312384615,0.05506894948216176,0.9988368910782703,1.0,nan,1.0,0.9953475643130816,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.1,42,2067,True,,0.017379207955012167,0.016394643763156042,0.996031746031746,nan,nan,nan,0.9880952380952381,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
